,"39.300,00",Foco Black,Actualizando,Detenido,Evento,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OK,Santolaya / Urmeneta,Sueña Marín,Santiago,Tocornal 312,Inmediata,,A+,,"0,00%",,,"10,00%","10,00%","0,00%","3,00%",60,0,"0,00%",60,"10,00%",0,"0,00%",,$0,$0,$0,$100.000,N/A,SI,"Descuento máximo 18%
(para 1D+1B el dcto es del 17%)

10%BP (Cuesta 10%dcto)

CREDITU: 5% RESTA 2% DESCTO  // 10% RESTA 4% DESCTO

Proyecto cargado con:
10% BP y 5% creditú

Estacionamiento:
No disponible para:
Studio
1D+1B
1,5D+2B
1,5D+2B 2S
Opcional para:
2D+2B 1S Mar
2D+2B 2S
Obligatorio para 2D+2B L

Bodega obligatoria para toda unidad","Nombre: Capital Inteligente SpA. 
Rut: 76.733.268-8 
Banco: Banco Crédito e Inversiones 
Tipo: Cuenta Corriente 
N°Cuenta: 21692548 
Email: Reservas@capitalinteligente.cl 
Asunto: Reserva + dpto. N° + proyecto

ó reserva mediante WEBPAY
https://www.webpay.cl/company/27745 ",,,,NO
OK,Santolaya / Urmeneta,Sueña Toesca,Santiago,Toesca 2145,inmediata,Santolaya,A+,"5,00%","2,50%","4% a la promesa, 1% a la Escritura (si el cliente va con pie CERO, 0% a la promesa y el 5% a la escritura)",SI,"18,00%","2,00%","0,00%","0,00%",0,0,"0,00%",0,"0,00%",18,"2,00%",UF2.742,$0,$0,$119.734,$100.000,N/A,SI,"Descuento máximo 18%

20% bono pie (Cuesta 18%dcto)

CREDITU: 5% RESTA 2% DESCTO  // 10% RESTA 4% DESCTO


Opciones de pago
12 Cuotas toku o 18 cuotas TC

Proyecto cargado con:
BP


Estacionamiento opcional para:
1D+1B
No disponible para:
Studio

Bodega Obligatoria para toda tipología","Nombre: Capital Inteligente SpA. 
Rut: 76.733.268-8 
Banco: Banco Crédito e Inversiones 
Tipo: Cuenta Corriente 
N°Cuenta: 21692548 
Email: Reservas@capitalinteligente.cl 
Asunto: Reserva + dpto. N° + proyecto

ó reserva mediante WEBPAY
https://www.webpay.cl/company/27745 ",UF [390 - 430],UF [75 - 120],SI,NO
OK,Santolaya / Urmeneta,Walker Martínez,La Florida,Walker Martinez 880,1T2028,,B,"3,00%","1,50%",N/A,SI,"10,00%","10,00%","($500,000)","5,00%",36,36,"6,70%",0,"0,00%",18,"3,30%",UF3.693,$270.112,$0,$266.081,$100.000,N/A,SI,"Descuento máximo 15%

10% bono pie (cuesta 10% dcto)
10% cuotas lineales

PLAN ESPECIAL DE PAGO 10% EN 49 CUOTAS - LAS PRIMERAS 31 CUOTAS CON TOKU + 18 C/TC A LA ESCRITURA  + 10% 24D + 80% CREDITO

Estacionamiento:
Opcional para 1,5D+1B
Obligatorio para el resto unidad

Bodega:
No disponible para 1,5D+1B
Opcional para: 1,5D+1B y 1,5D+2B S
Obligatorio para el resto de unidades","Nombre: Capital Inteligente SpA. 
Rut: 76.733.268-8 
Banco: Banco Crédito e Inversiones 
Tipo: Cuenta Corriente 
N°Cuenta: 21692548 
Email: Reservas@capitalinteligente.cl 
Asunto: Reserva + dpto. N° + proyecto

ó reserva mediante WEBPAY
https://www.webpay.cl/company/27745 ",UF [350 - 370],UF [80],SI,NO
OK,Sento,Compañia,Santiago,Compañia de Jesus 1735,Inmediata,,A+,"5,00%","2,50%","3% a la promesa, 2% a la Escritura (si el cliente va con pie CERO, 0% a la promesa y el 5% a la escritura)",SI,"20,00%","0,00%","0,00%","0,00%",0,0,"0,00%",0,"0,00%",0,"0,00%",UF3.530,$0,$0,$0,$100.000,"Gift Card $500.000
Válido para reservas entre 3 y 12 de octubre y promesadas hasta el 12 de noviembre
",SI,"20% de Bono pie.

Estacionamiento  Unico y  OBLIGATORIO 2D 

Bodega  Unico y Obligatorio 2D  

","Nombre: Capital Inteligente SpA. 
Rut: 76.733.268-8 
Banco: Banco Crédito e Inversiones 
Tipo: Cuenta Corriente 
N°Cuenta: 21692548 
Email: Reservas@capitalinteligente.cl 
Asunto: Reserva + dpto. N° + proyecto

ó reserva mediante WEBPAY
https://www.webpay.cl/company/27745 ",UF [405 - 420] Pocas unidades,UF [44 - 88] Pocas unidades,SI,
OK,Sento,Curicó,Santiago,Curicó 77,2S2028,,A+,"3,00%","1,50%",N/A,SI,"10,00%","10,00%","0,00%","4,00%",35,35,"7,00%",0,"0,00%",18,"3,00%",UF2.917,$229.311,$0,$191.092,$100.000,"Gift Card $500.000
Válido para reservas entre 3 y 12 de octubre y promesadas hasta el 12 de noviembre
",SI,"10% Bono Pie
7% en cuotas antes de entrega
3% Cuotón TC en 18 cuotas


Estacionamiento: Solo para 1.5D y 2D
Bodega: Solo para 1.5D y 2D, solo algunos de 1D","Nombre: Capital Inteligente SpA. 
Rut: 76.733.268-8 
Banco: Banco Crédito e Inversiones 
Tipo: Cuenta Corriente 
N°Cuenta: 21692548 
Email: Reservas@capitalinteligente.cl 
Asunto: Reserva + dpto. N° + proyecto

ó reserva mediante WEBPAY
https://www.webpay.cl/company/27745 ",UF [346 - 593],UF [41 - 110,SI,
OK,Sento,Domeyko,Santiago,Domeyko 2055,1S2026,,B,"3,00%","1,50%",N/A,SI,"15,00%","10,00%","0,00%","0,00%",11,11,"5,00%",0,"0,00%",18,"5,00%",UF2.900,$518.045,$0,$316.583,$100.000,"Gift Card $500.000
Válido para reservas entre 3 y 12 de octubre y promesadas hasta el 12 de noviembre
",SI,"Bono Pie: 
9% Estudios
15% 1D
15% 1,5D y 2D
16% 2D sin estacionamiento

Estudios:
6% pie en cuotas antes de entrega para Estudios
5% cuoton

% de saldo de pie en  cuotón se puede pagar hasta 18 cuota precio contado transbank
Estacionamiento: Obligatorio 2D, excepciones para 1,5D
Bodega: obligatoria toda tipología

Bodegas: oblogatorias para todas las tipologias
Estacionamientos: solo para 2D y excepcionales para 1.5D


DESCUENTO YA APLICADO A PRECIO LISTA","Nombre: Capital Inteligente SpA. 
Rut: 76.733.268-8 
Banco: Banco Crédito e Inversiones 
Tipo: Cuenta Corriente 
N°Cuenta: 21692548 
Email: Reservas@capitalinteligente.cl 
Asunto: Reserva + dpto. N° + proyecto

ó reserva mediante WEBPAY
https://www.webpay.cl/company/27745 ",UF [395 - 525],UF [44- 88],SI,
OK,Sento,Jofré,Santiago,Jofre 135,2S2026,Nahmias,B,"3,00%","1,50%",N/A,SI,"12,00%","10,00%","0,00%","0,00%",5,5,"5,00%",0,"0,00%",0,"3,00%",UF3.172,$1.246.407,$0,$0,$100.000,"Gift Card $500.000
Válido para reservas entre 3 y 12 de octubre y promesadas hasta el 12 de noviembre
",SI,"



5% cuotas antes de entrega
3% Cuoton

Estacionamiento: Obligatorio 2D y 1,5D, excepciones para 1D

Bodega Obligatoria para todas las tipologías

","Nombre: Capital Inteligente SpA. 
Rut: 76.733.268-8 
Banco: Banco Crédito e Inversiones 
Tipo: Cuenta Corriente 
N°Cuenta: 21692548 
Email: Reservas@capitalinteligente.cl 
Asunto: Reserva + dpto. N° + proyecto

ó reserva mediante WEBPAY
https://www.webpay.cl/company/27745 ",UF [522 - 556],UF [58 - 124],SI,
OK,Sento,Mirador La Florida,La Florida,Vicuña Mackenna 6110 esquina Eugenia,1S2029,,B,"3,00%","1,50%",N/A,SI,"7,00%","8,00%","0,00%","10,00%",40,39,"8,00%",0,"0,00%",18,"5,00%",UF2.612,$210.567,$0,$285.143,$100.000,,SI,"10% Descuento
7% Bono Pie
8% en cuotas - Forpay
5% cuotón

Secundarios: solo para tipologias de 1,5D y 2D","Nombre: Capital Inteligente SpA. 
Rut: 76.733.268-8 
Banco: Banco Crédito e Inversiones 
Tipo: Cuenta Corriente 
N°Cuenta: 21692548 
Email: Reservas@capitalinteligente.cl 
Asunto: Reserva + dpto. N° + proyecto

ó reserva mediante WEBPAY
https://www.webpay.cl/company/27745 ",UF [365 - 562],UF [27 - 79],SI,
OK,Sento,Plaza las condes,Las Condes,Avenida las condes 7803,1T2027,,B,"3,00%","1,50%",N/A,SI,"0,00%","10,00%","0,00%","12,00%",14,14,"10,00%",0,"0,00%",18,"10,00%",UF4.754,$1.334.538,$0,$1.037.974,$500.000,"Gift Card $500.000
Válido para reservas entre 3 y 12 de octubre y promesadas hasta el 12 de noviembre
",SI,"Descuento 12%

10% de Pie en cuotas.

 10 % cuoton se puede pagar hasta en 18 cuotas con TDC sin interes 
 
Estacionamiento OBLIGATORIOS 1 por dpto
Bodegas OBLIGATORIAS 1 por dpto","Nombre: Capital Inteligente SpA. 
Rut: 76.733.268-8 
Banco: Banco Crédito e Inversiones 
Tipo: Cuenta Corriente 
N°Cuenta: 21692548 
Email: Reservas@capitalinteligente.cl 
Asunto: Reserva + dpto. N° + proyecto

ó reserva mediante WEBPAY
https://www.webpay.cl/company/27745 ",UF [495 - 565],UF [78 - 212],SI,
OK,Sento,San Ignacio,Santiago,San Ignacio de Loyola 270,1S2026,,B,"3,00%","1,50%",N/A,SI,"18,00%","9,00%","0,00%","0,00%",12,12,"2,00%",0,"0,00%",0,"0,00%",UF2.296,$150.383,$0,$0,$100.000,"Gift Card $500.000
Válido para reservas entre 3 y 12 de octubre y promesadas hasta el 12 de noviembre
",SI,"BP
Studio 10%
1D1B 18% 
1,5D2B 13%
2D2B 13%


Estudios: 8% antes de entrega
1D: 2% antes de entrega
1.5D: 5% antes de entreha
2D: 5% antes de entrega

%saldo de pie en cuotón se puede pagar hasta 18 cuota precio contado transbank

Estacionamiento: Obligatorio 2D y 15D, excepciones para 1D
Bodega: Obligatorio 2D y 1,5D, excepciones 1D","Nombre: Capital Inteligente SpA. 
Rut: 76.733.268-8 
Banco: Banco Crédito e Inversiones 
Tipo: Cuenta Corriente 
N°Cuenta: 21692548 
Email: Reservas@capitalinteligente.cl 
Asunto: Reserva + dpto. N° + proyecto

ó reserva mediante WEBPAY
https://www.webpay.cl/company/27745 ",UF [390 - 490],UF [22 - 88],SI,
ACTUALIZANDO,Simonetti,El Estero,La Florida,"El estero 303, La Florida",2S2028,,A+,"3,00%","1,50%",N/A,SI,"10,00%","10,00%","0,00%","8,00%",30,30,"6,00%",0,"0,00%",24,"4,00%",UF3.661,$287.729,$0,$239.774,$100.000,N/A,NO,"Descuentos 1D1B 
1 unidad 5%
2 uniades 8%

Descuentos 2D2B
1 unidad 8%
2 unidades 10%

Forma de Pago:
Bono pie 10%
6% con TOKU
4% cuoton (se puede pagar 24 cuotas Getnet)

Promoción Tasa Asegurada del 1,9% por 2 años resta un 2% al descuento.

Estacionamiento:
1D1B No Opta

Bodga:
2D2B Opcional","Nombre: Capital Inteligente SpA. 
Rut: 76.733.268-8 
Banco: Banco Crédito e Inversiones 
Tipo: Cuenta Corriente 
N°Cuenta: 21692548 
Email: Reservas@capitalinteligente.cl 
Asunto: Reserva + dpto. N° + proyecto

ó reserva mediante WEBPAY
https://www.webpay.cl/company/27745 ",UF [345 - 400],UF [80 - 95],SI,
OK,Simonetti,Froilan Lagos,La Florida,Froilan Lagos 1360,2S2025,,A+,"4,00%","2,00%",N/A,SI,"10,00%","10,00%","0,00%","10,00%",60,60,"10,00%",0,"0,00%",0,"0,00%",UF3.295,$215.846,$0,$0,$ 100.000,N/A,NO,"Descuentos Studio
1 unidad 8,5%
2 unidades 10,5%

 Descuentos 1D1B
1 unidad 8,5%
2 unidades 10,5%

Descuentos 2D2B
1 unidad 10,5%
2 unidades 12,5%

Si quieres cotizar 2 dptos, debes aplicar el descuento que falta asumiento que ya se subió el stock con el descuento para 1 un. 


10% en 60 cuotas 
10% Bono pie


Promoción Tasa Asegurada del 1,9% por 2 años resta un 2% al descuento.
Arriendo garantizado (2 años) restar un 2% al descuento

Estacionamiento: Obligatorio
Bodega: Obligatorio

Arriendo Garantizado
1D1B $320.000
2D2B $440.000","Nombre: Capital Inteligente SpA. 
Rut: 76.733.268-8 
Banco: Banco Crédito e Inversiones 
Tipo: Cuenta Corriente 
N°Cuenta: 21692548 
Email: Reservas@capitalinteligente.cl 
Asunto: Reserva + dpto. N° + proyecto

ó reserva mediante WEBPAY
https://www.webpay.cl/company/27745 ",UF [284 - 370],UF [80 - 100],SI,SI
OK,Simonetti,Martín de zamora,Las Condes,Martín de zamora 4253,Inmediata,,A+,,"0,00%",,NO,,,,"16,00%",0,0,"0,00%",0,"0,00%",0,"0,00%",,$0,$0,$0,$100.000,N/A,NO,"Descuento: 16% 

Solo pago al contado

Solo 3 unidades (con patio)

Gastos comunes $300.000

Estacionamiento y bodega asociado

Calefacción estufa eléctrica","Nombre: Capital Inteligente SpA. 
Rut: 76.733.268-8 
Banco: Banco Crédito e Inversiones 
Tipo: Cuenta Corriente 
N°Cuenta: 21692548 
Email: Reservas@capitalinteligente.cl 
Asunto: Reserva + dpto. N° + proyecto

ó reserva mediante WEBPAY
https://www.webpay.cl/company/27745 ",450,UF [100 - 150],NO,
OK,Simonetti,Mirador Azul,La Florida,Mirador Azul 835,Inmediata,,A+,"4,00%","2,00%","3% a la promesa, 1% a la Escritura (si el cliente va con pie CERO, 0% a la promesa y el 4% a la escritura)",Si,"10,00%","10,00%","0,00%","10,00%",60,0,"0,00%",60,"10,00%",0,"0,00%",UF4.097,$0,$268.365,$0,$ 100.000,N/A,NO,"Descuentos 2D2B
1 unidad 10,5%
2 unidades 12,5%

Descuentos 3D2B
1 unidad 9,5%
2 unidades 11,5%

Valores ya cargados con descuentos base y crédito directo de 60 cuotas con Toku (con aval calificado)

10% en 60 cuotas 
10% Bono pie


Proyecto cargado con Credito directo y bono pie
(Credito directo cuesta un 1,5% ya descontado)


*Bodegas obligatorias para todas las tipologías*
Estacionamiento obligatorio para todas las tipologías

Promociones

Promoción Tasa Asegurada del 1,9% por 2 años resta un 2% al descuento.

Arriendo garantizdo (se debe descontar un 2%dcto)

**considerar que todo Credito directo debe ir con codeudor o aval de manera obligatoria**

Arriendo garantizado
1D1B $320.000
2D2B $440.000
3D2B $500.000 
Estacionamiento $30.000
Bodega $0","Nombre: Capital Inteligente SpA. 
Rut: 76.733.268-8 
Banco: Banco Crédito e Inversiones 
Tipo: Cuenta Corriente 
N°Cuenta: 21692548 
Email: Reservas@capitalinteligente.cl 
Asunto: Reserva + dpto. N° + proyecto

ó reserva mediante WEBPAY
https://www.webpay.cl/company/27745 ",UF [370],"UF [97,20]",SI,SI
OK,Simonetti,San Pablo,Santiago,San Pablo 1680,1S2028,,A+,"4,00%","2,00%",N/A,SI,"10,00%","10,00%","2,00%","10,00%",21,21,"4,00%",0,"0,00%",24,"4,00%",UF3.289,$246.241,$0,$215.461,$100.000,N/A,NO,"Descuentos 1D1B
1 unidad 10%
2 unidades 12%

Descuentos 2D1B
1 unidad 11%
2 unidades 13%

Descuentos 2D2B
1 unidad 11%
2 unidades 13%

Valores ya cargados con descuentos base para 1 unidad 

Si quieres cotizar 2 dptos, debes aplicar el descuento que falta asumiento que ya se subió el stock con el descuento para 1 un. 

Forma de pago:
Bono Pie  10%
6% en cuotas antes de entrega 
2% cuoton despues de entrega con GETNET (debe tener el cupo total en la tarjeta) 
2% Upfront
**No válido para TC de Banco Chile**

Promociones

Tasa asegurada 1,9% (descontar 2%)
Arriendo garantizado 2 años (descontar 2%)

Arriendo Garantizado

1D1B $300.000
2D1B $350.000
2D2B $400.000","Nombre: Capital Inteligente SpA. 
Rut: 76.733.268-8 
Banco: Banco Crédito e Inversiones 
Tipo: Cuenta Corriente 
N°Cuenta: 21692548 
Email: Reservas@capitalinteligente.cl 
Asunto: Reserva + dpto. N° + proyecto

ó reserva mediante WEBPAY
https://www.webpay.cl/company/27745 ",UF [395 - 406],UF [80 - 100],SI,SI
ACTUALIZANDO,South Chile,Las Vertientes,Paillaco,,,,,,"0,00%",,,,,,,0,,,,,,,,$0,$0,$0,,,,,"Nombre: Capital Inteligente SpA. 
Rut: 76.733.268-8 
Banco: Banco Crédito e Inversiones 
Tipo: Cuenta Corriente 
N°Cuenta: 21692548 
Email: Reservas@capitalinteligente.cl 
Asunto: Reserva + dpto. N° + proyecto

ó reserva mediante WEBPAY
https://www.webpay.cl/company/27745 ",,,,
OK,Surmonte,131 WOOD,Santiago,Gral. González Balcarce 2041,Inmediata,,B,"4,00%","2,00%",0% a la promesa / 4% a la escritura,SI,"15,00%","5,00%",N/A,"6,50%",60,0,"0,00%",60,"5,00%",0,"0,00%",UF2.363,$0,$77.401,$0,$250.000,N/A,SI,"15% de Bono pie
5% Creditu (hasta 10% venta o UF7.000)
(Cuesta un 4,5% dcto)

Pago sin BP
(cuesta 1% descuento)
12 cuotas TOKU

Estacionamiento y bodegas asignados por la inmobiliaria y obligatorios.","Nombre: Capital Inteligente SpA. 
Rut: 76.733.268-8 
Banco: Banco Crédito e Inversiones 
Tipo: Cuenta Corriente 
N°Cuenta: 21692548 
Email: Reservas@capitalinteligente.cl 
Asunto: Reserva + dpto. N° + proyecto

ó reserva mediante WEBPAY
https://www.webpay.cl/company/27745 ",UF [370],UF [70],NO,
OK,Surmonte,153 SANCRISTÓBAL,Independencia,C. San Cristóbal 1220,Inmediata,,B,"4,00%","2,00%",0% a la promesa / 4% a la escritura,SI,"20,00%","5,00%",N/A,"10,00%",0,0,"0,00%",0,"0,00%",0,"0,00%",UF3.870,$0,$0,$0,$250.000,N/A,SI,"20% de Bono pie
Estacionamiento y bodegas asignados por la inmobiliaria y obligatorios.

Pago sin BP
Creditu hasta 10% o UF7.000 en 60 cuotas (Cuesta un 4,5%)
Pagaré Toku 12 cuotas (cuesta 1%)","Nombre: Capital Inteligente SpA. 
Rut: 76.733.268-8 
Banco: Banco Crédito e Inversiones 
Tipo: Cuenta Corriente 
N°Cuenta: 21692548 
Email: Reservas@capitalinteligente.cl 
Asunto: Reserva + dpto. N° + proyecto

ó reserva mediante WEBPAY
https://www.webpay.cl/company/27745 ",No queda stock,No queda stock,NO,
DETENIDO,Surmonte,24 CRISOSTOMO,Providencia,Juan Crisóstomo Jaques 2282,Inmediata,,B,"3,00%","1,50%",0% a la promesa / 3% a la escritura,SI,"0,00%","10,00%",N/A,"31,50%",60,0,"0,00%",60,"10,00%",12,"10,00%",UF8.802,$0,$576.508,$2.882.540,$100.000,N/A,SI,"Unidades cargadas con:
10% de pie en 60 creditu (Cuesta 4,5%dcto)
10% 12 cuotasTOKU / Pagare (Cuesta 1% dcto)

Estacionamiento y bodegas asignados por la inmobiliaria y obligatorios","Nombre: Capital Inteligente SpA. 
Rut: 76.733.268-8 
Banco: Banco Crédito e Inversiones 
Tipo: Cuenta Corriente 
N°Cuenta: 21692548 
Email: Reservas@capitalinteligente.cl 
Asunto: Reserva + dpto. N° + proyecto

ó reserva mediante WEBPAY
https://www.webpay.cl/company/27745 ",UF 710 Pocas unidades,UF 90 Pocas unidades,NO,
OK,Surmonte,252 MARATHON,Ñuñoa,Zañartu 1905,Inmediata,,B,"4,00%","2,00%",0% a la promesa / 4% a la escritura,SI,"15,00%","5,00%","0,00%","5,50%",60,0,"0,00%",60,"10,00%",0,"0,00%",UF3.274,$0,$214.459,$0,$250.000,N/A,SI,"Descuento
1,5% 1D y 3D
5,5% 2D

Bono Pie
10% 1D y 3D
15% 2D

Unidades subidas con
Creditu 60 cuotas (consume un 4.5% ya aplicado)

Opción pago sin BP
Toku 12 cuotas (Cuesta 1%dcto)

Estacionamiento y bodegas asignados por la inmobiliaria y obligatorios a toda unidad.","Nombre: Capital Inteligente SpA. 
Rut: 76.733.268-8 
Banco: Banco Crédito e Inversiones 
Tipo: Cuenta Corriente 
N°Cuenta: 21692548 
Email: Reservas@capitalinteligente.cl 
Asunto: Reserva + dpto. N° + proyecto

ó reserva mediante WEBPAY
https://www.webpay.cl/company/27745 ",UF [370],UF [70 - 80],NO,
OK,Surmonte,276 SANTIAGO,Santiago,Av. Libertador Bernardo O'Higgins 2488,2S2026,,B,"4,00%","2,00%",N/A,SI,"0,00%","15,00%",N/A,"26,00%",32,8,"15,00%",24,"5,00%",0,"0,00%",UF2.405,$1.772.037,$196.893,$0,$250.000,N/A,SI,"1D y 2D 20% dcto
Studio 26%dcto


15% de pie en cuotas antes de entrega.

Proyecto cargado con:
5% cuotas con pagaré y TOKU con crédito directo inmobiliario. (Cuesta un 1% dcto)

Estacionamiento y bodegas asignados por la inmobiliaria y obligatorios a toda unidad.","Nombre: Capital Inteligente SpA. 
Rut: 76.733.268-8 
Banco: Banco Crédito e Inversiones 
Tipo: Cuenta Corriente 
N°Cuenta: 21692548 
Email: Reservas@capitalinteligente.cl 
Asunto: Reserva + dpto. N° + proyecto

ó reserva mediante WEBPAY
https://www.webpay.cl/company/27745 ",No queda stock,No queda stock,NO,
OK,Surmonte,42 LINARES,Providencia,Linares 1415,Inmediata,,B,"3,00%","1,50%",0% a la promesa / 3% a la escritura,SI,"0,00%","10,00%",N/A,"16,50%",60,0,"0,00%",60,"10,00%",12,"10,00%",UF7.438,$0,$487.198,$2.435.991,$2.000.000,N/A,SI,"Proyecto cargado con:
10% de pie en 60 Creditu (10% o UF7,000)
(Cuesta un 4,5% dcto)
10% 12 cuotas TOKU / Pagare
(Cuesta un 1% dcto)

 Estacionamiento y bodegas asignados por la inmobiliaria y obligatorios a toda unidad","Nombre: Capital Inteligente SpA. 
Rut: 76.733.268-8 
Banco: Banco Crédito e Inversiones 
Tipo: Cuenta Corriente 
N°Cuenta: 21692548 
Email: Reservas@capitalinteligente.cl 
Asunto: Reserva + dpto. N° + proyecto

ó reserva mediante WEBPAY
https://www.webpay.cl/company/27745 ",UF 700 Pocas unidades,UF 80 Pocas unidades,NO,
DETENIDO,Surmonte,ECV 103,Ñuñoa,Eduardo Castillo Velasco 3788,Inmediata,,B,"3,00%","1,50%",0% a la promesa / 3% a la escritura,SI,"0,00%","10,00%","0,00%","23,50%",29,0,"0,00%",29,"10,00%",27,"10,00%",UF9.494,$0,$1.286.655,$1.381.963,$100.000,N/A,SI,"10% Cuotas antes de entrega
10%TOKU / Pagare

Estacionamiento y bodegas asignados por la inmobiliaria y obligatorios a toda unidad","Nombre: Capital Inteligente SpA. 
Rut: 76.733.268-8 
Banco: Banco Crédito e Inversiones 
Tipo: Cuenta Corriente 
N°Cuenta: 21692548 
Email: Reservas@capitalinteligente.cl 
Asunto: Reserva + dpto. N° + proyecto

ó reserva mediante WEBPAY
https://www.webpay.cl/company/27745 ","UF [730]
E+E+B","UF [730]
E+E+B",NO,
OK,Vicuña Mackenna,Parque Mackenna Torre 2,Macúl,Vicuña Mackenna 4192,Inmediata,,A+,"6,00%","3,00%",6% a la escritura,NO,"15,00%","5,00%","0,00%","0,00%",36,0,"0,00%",36,"5,00%",0,"0,00%",UF3.284,$0,$179.252,$0,$100.000,N/A,SI,"Bono pie hasta 15%
5% en 36 cuotas con credito directo (Documentado con cheques), TC 18 cuotas o 12 cheques
Bono pie aplica a secundarios

Bodega obligatoria para todas las unidades

Estacionamiento: No hay unidades.


Sólo evento 27 de noviembre y hasta el 30 de Nov
Estacionamientos torre 6; UF 290 precio final. (10 unidades)
Bodegas torre 1, 6 y 5;  UF 40 precio final. (10 unidades)
En estos dos productos no aplica Bono pie.","Nombre: Capital Inteligente SpA. 
Rut: 76.733.268-8 
Banco: Banco Crédito e Inversiones 
Tipo: Cuenta Corriente 
N°Cuenta: 21692548 
Email: Reservas@capitalinteligente.cl 
Asunto: Reserva + dpto. N° + proyecto

ó reserva mediante WEBPAY
https://www.webpay.cl/company/27745 ",UF 410-431 Pocas unidades,UF 58-73,SI,
OK,Vicuña Mackenna,Parque Mackenna Torre 3,Macúl,Vicuña Mackenna 4192,2S2025,,A+,"6,50%","3,25%","6,5% a la escritura",SI,"11,00%","5,00%","0,00%","0,00%",36,0,"0,00%",36,"5,00%",0,"0,00%",UF2.884,$0,$157.418,$0,$100.000,N/A,SI,"11% bono pie

Saldo de pie hasta el 9% en 36 cuotas (Documentado con cheques)
Bono pie aplica a secundarios

Bodega obligatoria para todas las unidades

Estacionamiento: posibilidad para todas las tipologías según disponibilidad


Sólo evento 27 de noviembre y hasta el 30 de Nov
Estacionamientos torre 6; UF 290 precio final. (10 unidades)
Bodegas torre 1, 6 y 5;  UF 40 precio final. (10 unidades)
En estos dos productos no aplica Bono pie.","Nombre: Capital Inteligente SpA. 
Rut: 76.733.268-8 
Banco: Banco Crédito e Inversiones 
Tipo: Cuenta Corriente 
N°Cuenta: 21692548 
Email: Reservas@capitalinteligente.cl 
Asunto: Reserva + dpto. N° + proyecto

ó reserva mediante WEBPAY
https://www.webpay.cl/company/27745 ",UF [388 - 453],UF [58 - 73],SI,
